Tipo de Imovel;Cidade;Bairro;Metro Quadrado;Amostra
apartamento;rio de janeiro;meier;5376;1.326
apartamento;rio de janeiro;monero;5376;1.326
apartamento;rio de janeiro;muda;5376;1.326
apartamento;rio de janeiro;n s das gracas;5376;1.326
apartamento;rio de janeiro;oiticica ii;5376;1.326
apartamento;rio de janeiro;olaria;5376;1
apartamento;rio de janeiro;oswaldo cruz;5488;106
apartamento;rio de janeiro;paciencia;5488;106
apartamento;rio de janeiro;padre miguel;2984;9
apartamento;rio de janeiro;paqueta;2984;9
apartamento;rio de janeiro;parada de lucas;2984;1
apartamento;rio de janeiro;pavuna;6304;1
apartamento;rio de janeiro;pc da bandeira;2498;64
apartamento;rio de janeiro;pc seca;7151;104
apartamento;rio de janeiro;pechincha;5109;1.230
apartamento;rio de janeiro;pedra de guaratiba;5109;1.230
apartamento;rio de janeiro;penha;5109;1.230
apartamento;rio de janeiro;penha circular;5109;1.230
apartamento;rio de janeiro;piedade;4072;80
apartamento;rio de janeiro;pilares;4138;159
apartamento;rio de janeiro;pitangueiras;4311;196
apartamento;rio de janeiro;portuguesa;5395;32
apartamento;rio de janeiro;pq anchieta;5441;94
apartamento;rio de janeiro;praca da bandeira;3013;3
apartamento;rio de janeiro;praca seca;0;0
apartamento;rio de janeiro;praia da bandeira;5528;67
apartamento;rio de janeiro;proletario nova cidade;5528;67
apartamento;rio de janeiro;quintino bocaiuva;0;0
apartamento;rio de janeiro;ramos;0;0
apartamento;rio de janeiro;realengo;0;29
apartamento;rio de janeiro;recreio dos bandeirantes;3472;29
apartamento;rio de janeiro;riachuelo;3472;29
apartamento;rio de janeiro;ribeira;7299;5.808
apartamento;rio de janeiro;ricardo de albuquerque;7299;5.808
apartamento;rio de janeiro;rio comprido;5747;48
apartamento;rio de janeiro;rio da prata;5747;48
apartamento;rio de janeiro;rocha;5747;48
apartamento;rio de janeiro;rocha miranda;3991;111
apartamento;rio de janeiro;rocinha;3991;111
apartamento;rio de janeiro;s claudio;0;0
apartamento;rio de janeiro;s conrado;0;0
apartamento;rio de janeiro;s cristovao;0;282
apartamento;rio de janeiro;s francisco xavier;11826;282
apartamento;rio de janeiro;sampaio;11826;282
apartamento;rio de janeiro;santa cruz;5149;93
apartamento;rio de janeiro;santa teresa;0;0
apartamento;rio de janeiro;santissimo;0;0
apartamento;rio de janeiro;santo cristo;0;0
apartamento;rio de janeiro;sao conrado;0;0
apartamento;rio de janeiro;sao cristovao;0;0
apartamento;rio de janeiro;sao francisco xavier;0;0
apartamento;rio de janeiro;saude;0;0
apartamento;rio de janeiro;senador camara;0;0
apartamento;rio de janeiro;senador vasconcelos;0;0
apartamento;rio de janeiro;sepetiba;0;0
apartamento;rio de janeiro;seropedica;0;1
apartamento;rio de janeiro;sta cruz;2097;1
apartamento;rio de janeiro;sta teresa;0;0
apartamento;rio de janeiro;sto cristo;7772;14
apartamento;rio de janeiro;sulacap;0;0
apartamento;rio de janeiro;tanque;4465;51
apartamento;rio de janeiro;taquara;4722;115
apartamento;rio de janeiro;taua;5110;108
apartamento;rio de janeiro;tijuca;5110;108
apartamento;rio de janeiro;tinguazinho i;5110;108
apartamento;rio de janeiro;tinguazinho ii;5110;108
apartamento;rio de janeiro;todos os santos;5226;118
apartamento;rio de janeiro;tomas coelho;5226;118
apartamento;rio de janeiro;triagem;5226;118
apartamento;rio de janeiro;tubiacanga;0;0
apartamento;rio de janeiro;turiacu;0;0
apartamento;rio de janeiro;urca;3120;14
apartamento;rio de janeiro;usina;13249;88
apartamento;rio de janeiro;v da penha;0;0
apartamento;rio de janeiro;v isabel;0;0
apartamento;rio de janeiro;v iv centenario;0;0
apartamento;rio de janeiro;v kosmos;0;0
apartamento;rio de janeiro;v valqueire;0;0
apartamento;rio de janeiro;vargem grande;0;0
apartamento;rio de janeiro;vargem pequena;0;0
apartamento;rio de janeiro;vaz lobo;0;73
apartamento;rio de janeiro;vicente de carvalho;4685;36
apartamento;rio de janeiro;vidigal;4685;36
apartamento;rio de janeiro;vigario geral;4685;36
apartamento;rio de janeiro;village;4685;36
apartamento;rio de janeiro;vista alegre;5642;6
apartamento;rio de janeiro;vl da penha;5642;6
apartamento;rio de janeiro;vl do ceu;5642;6
apartamento;rio de janeiro;vl isabel;5642;6
apartamento;rio de janeiro;vl ivl centenario;0;0
apartamento;rio de janeiro;vl kenedy;0;0
apartamento;rio de janeiro;vl kosmos;0;0
apartamento;rio de janeiro;vl militar;0;0
apartamento;rio de janeiro;vl valqueire;0;0
apartamento;rio de janeiro;vl vitoria;0;0
apartamento;rio de janeiro;zumbi;5351;0
apartamento;sao goncalo;alcantara;5535;28
apartamento;sao goncalo;almerinda;5535;28
apartamento;sao goncalo;amendoeira;0;5
apartamento;sao goncalo;anaia pequeno;4641;18
apartamento;sao goncalo;antonina;4641;18
apartamento;sao goncalo;arsenal;4641;18
apartamento;sao goncalo;barracao;0;0
apartamento;sao goncalo;barreto;0;0
apartamento;sao goncalo;barro vermelho;0;0
apartamento;sao goncalo;boa vista;0;0
apartamento;sao goncalo;boacu;3706;8
apartamento;sao goncalo;bom retiro;3706;8
apartamento;sao goncalo;brasilandia;2131;1
apartamento;sao goncalo;calaboca;0;0
apartamento;sao goncalo;camarao;0;0
apartamento;sao goncalo;centro;0;0
apartamento;sao goncalo;coelho;0;0
apartamento;sao goncalo;colubande;0;0
apartamento;sao goncalo;covanca;4756;65
apartamento;sao goncalo;engenho do rocado;0;0
apartamento;sao goncalo;engenho pequeno;0;0
apartamento;sao goncalo;estrela do norte;0;0
apartamento;sao goncalo;galo branco;0;3
apartamento;sao goncalo;gradim;3333;1
apartamento;sao goncalo;guaxindiba;3333;1
apartamento;sao goncalo;indeterminado;3333;1
apartamento;sao goncalo;ipiiba;3333;1
apartamento;sao goncalo;itaoca;0;0
apartamento;sao goncalo;itauna;0;0
apartamento;sao goncalo;jd alcantara;0;0
apartamento;sao goncalo;jd bom retiro;0;0
apartamento;sao goncalo;jd california;0;0
apartamento;sao goncalo;jd catarina;0;0
apartamento;sao goncalo;jd fluminense;0;0
apartamento;sao goncalo;jd independencia;0;0
apartamento;sao goncalo;joquei clube;0;0
apartamento;sao goncalo;lagoinha;3571;1
apartamento;sao goncalo;laranjal;3571;1
apartamento;sao goncalo;lindo parque;0;0
apartamento;sao goncalo;mangueira;0;0
apartamento;sao goncalo;marambaia;3388;8
apartamento;sao goncalo;maria paula;3388;8
apartamento;sao goncalo;miriambi;3388;8
apartamento;sao goncalo;monjolo;3388;8
apartamento;sao goncalo;mutondo;3388;8
apartamento;sao goncalo;mutua;2245;1
apartamento;sao goncalo;mutuaguacu;2245;1
apartamento;sao goncalo;mutuapira;3525;5
apartamento;sao goncalo;n s da paz;0;0
apartamento;sao goncalo;neves;0;0
apartamento;sao goncalo;nova cidade;3743;13
apartamento;sao goncalo;novo mexico;2994;11
apartamento;sao goncalo;pacheco;2994;0
apartamento;sao goncalo;parada 40;4253;45
apartamento;sao goncalo;paraiso;4253;45
apartamento;sao goncalo;patronato;4253;45
apartamento;sao goncalo;piao;4253;45
apartamento;sao goncalo;pita;3125;1
apartamento;sao goncalo;portao do rosa;3617;1
apartamento;sao goncalo;porto da madama;3617;1
apartamento;sao goncalo;porto da pedra;3617;1
apartamento;sao goncalo;porto do rosa;0;0
apartamento;sao goncalo;porto novo;0;0
apartamento;sao goncalo;porto velho;3097;3
apartamento;sao goncalo;raul veiga;3097;3
apartamento;sao goncalo;rio do ouro;0;0
apartamento;sao goncalo;rocha;4168;13
apartamento;sao goncalo;s miguel;4168;13
apartamento;sao goncalo;sacramento;0;0
apartamento;sao goncalo;santa luzia;0;0
apartamento;sao goncalo;sao miguel;0;0
apartamento;sao goncalo;sete pontes;0;0
apartamento;sao goncalo;sta anita;0;0
apartamento;sao goncalo;sta catarina;3632;3
apartamento;sao goncalo;sta isabel;0;0
apartamento;sao goncalo;sta luzia;0;0
apartamento;sao goncalo;tenente jardim;0;0
apartamento;sao goncalo;tiradentes;0;0
apartamento;sao goncalo;tribobo;2769;5
apartamento;sao goncalo;trindade;2769;5
apartamento;sao goncalo;varzea das mocas;2769;5
apartamento;sao goncalo;venda da cruz;0;0
apartamento;sao goncalo;vista alegre;0;0
apartamento;sao goncalo;vl iara;0;0
apartamento;sao goncalo;vl lage;3295;1
apartamento;sao goncalo;vl tres;3295;1
apartamento;sao goncalo;ze garoto;4248;2
apartamento;sao joao de meriti;agostinho porto;4248;2
apartamento;sao joao de meriti;centro;4248;2
apartamento;sao joao de meriti;coelho da rocha;4248;2
apartamento;sao joao de meriti;eden;0;0
apartamento;sao joao de meriti;eng belford;0;0
apartamento;sao joao de meriti;grande rio;0;0
apartamento;sao joao de meriti;indeterminado;0;0
apartamento;sao joao de meriti;jd da alegria;0;0
apartamento;sao joao de meriti;jd jose bonifacio;0;0
apartamento;sao joao de meriti;jd meriti;0;0
apartamento;sao joao de meriti;jd metropole;0;0
apartamento;sao joao de meriti;jd olavo bilac;0;0
apartamento;sao joao de meriti;jd sta rosa;0;0
apartamento;sao joao de meriti;pq analandia;0;0
apartamento;sao joao de meriti;pq novo rio;0;0
apartamento;sao joao de meriti;pq s judas tadeu;0;0
apartamento;sao joao de meriti;pq teles de menezes;0;0
apartamento;sao joao de meriti;s mateus;0;0
apartamento;sao joao de meriti;tomazinho;0;0
apartamento;sao joao de meriti;trezentos;0;0
apartamento;sao joao de meriti;v r dos teles;0;0
apartamento;sao joao de meriti;v rosali;0;0
apartamento;sao joao de meriti;v s joao;0;0
apartamento;sao joao de meriti;venda velha;0;0
apartamento;sao joao de meriti;vilar dos teles;0;0
apartamento;sao joao de meriti;vl norma;0;0
apartamento;sao joao de meriti;vl r dos teles;0;0
apartamento;sao joao de meriti;vl rosali;0;0
apartamento;sao joao de meriti;vl s joao;0;0
apartamento;sao joao de meriti;vl tiradentes;0;0
apartamento;sao joao de meriti;vl zulmira;0;0
apartamento;seropedica;centro;0;0
apartamento;seropedica;indeterminado;0;0
apartamento;seropedica;zona rural;0;0
apartamento;tangua;bandeirantes i;0;0
apartamento;tangua;centro;0;0
apartamento;tangua;indeterminado;0;0
casa;belford roxo;amelia;0;0
casa;belford roxo;andrade araujo;0;0
casa;belford roxo;areia branca;1856;2
casa;belford roxo;babi;2403;2
casa;belford roxo;belford roxo;2403;2
casa;belford roxo;boa esperanca;2403;2
casa;belford roxo;boa ventura;2403;1
casa;belford roxo;buriti;0;0
casa;belford roxo;centro;2291;3
casa;belford roxo;ch sto antonio;2291;3
casa;belford roxo;gracas;2291;3
casa;belford roxo;heliopolis;0;0
casa;belford roxo;hiterland;0;0
casa;belford roxo;indeterminado;0;0
casa;belford roxo;itaipu;0;0
casa;belford roxo;jd almo;0;0
casa;belford roxo;jd bom pastor;0;0
casa;belford roxo;jd dimas filho;0;0
casa;belford roxo;jd glaucia;0;0
casa;belford roxo;jd redentor;0;0
casa;belford roxo;jd sta marta;6000;1
casa;belford roxo;lot xv;0;0
casa;belford roxo;lote xv;0;0
casa;belford roxo;nova aurora;0;0
casa;belford roxo;piam;0;0
casa;belford roxo;pq amorim;0;0
casa;belford roxo;pq esperanca;0;0
casa;belford roxo;pq floresta;0;0
casa;belford roxo;pq martinho;0;0
casa;belford roxo;pq s bernardo;0;0
casa;belford roxo;pq s jose;0;0
casa;belford roxo;pq s vicente;0;0
casa;belford roxo;pq santa amelia;0;0
casa;belford roxo;pq saxonia;0;0
casa;belford roxo;pq sta amelia;0;0
casa;belford roxo;prata;0;0
casa;belford roxo;rocha sobrinho;0;4
casa;belford roxo;s bernardo;0;0
casa;belford roxo;s jorge;0;0
casa;belford roxo;sta cecilia;0;0
casa;belford roxo;sta maria;0;0
casa;belford roxo;sublime;0;0
casa;belford roxo;vergel dos felix;0;0
casa;belford roxo;vl dagmar;0;0
casa;belford roxo;vl entre rios;0;0
casa;belford roxo;vl joao lima;0;0
casa;belford roxo;vl madalena;0;0
casa;belford roxo;vl medeiros;0;0
casa;belford roxo;vl pauline;0;0
casa;belford roxo;vl r novo;0;0
casa;belford roxo;vl s luis;0;0
casa;belford roxo;vl s teodoro;0;0
casa;belford roxo;vl sto antonio da prata;2941;1
casa;belford roxo;vl verde;0;0
casa;belford roxo;vl vitorio;0;0
casa;cachoeiras de macacu;boca do mato;0;0
casa;cachoeiras de macacu;centro;0;0
casa;cachoeiras de macacu;indeterminado;2125;2
casa;cachoeiras de macacu;papucaia;2125;2
casa;cachoeiras de macacu;zona rural;2125;2
casa;duque de caxias;zona rural;2125;9
casa;guapimirim;centro;2500;1
casa;guapimirim;indeterminado;2500;1
casa;guapimirim;zona rural;2183;12
casa;itaborai;aldeia da prata (manilha);2547;10
casa;itaborai;ampliacao;2772;11
casa;itaborai;areal;2772;11
casa;itaborai;bela vista;2772;11
casa;itaborai;bonfim;2647;1
casa;itaborai;caluge;1483;1
casa;itaborai;centro;1483;1
casa;itaborai;ch bela vista;2782;18
casa;itaborai;gebara (itambi);2969;1
casa;itaborai;indeterminado;2423;8
casa;itaborai;jd imperial;3161;35
casa;itaborai;joaquim de oliveira;4208;2
casa;itaborai;manilha;3421;1
casa;itaborai;marambaia;2753;6
casa;itaborai;monte verde (manilha);0;0
casa;itaborai;nancilandia;5261;2
casa;itaborai;nova cidade;5261;2
casa;itaborai;outeiro das pedras;5261;2
casa;itaborai;quissama;3777;5
casa;itaborai;retiro s joaquim;2929;2
casa;itaborai;rio varzea;1580;3
casa;itaborai;s jose;2389;2
casa;itaborai;sossego;2899;1
casa;itaborai;sto expedito;2899;1
casa;itaborai;tangua;0;0
casa;itaborai;tres pontes;0;0
casa;itaborai;venda das pedras;1308;1
casa;itaborai;visconde de itaborai;2233;1
casa;itaborai;zona rural;4688;1
casa;itaguai;aguas lindas;0;0
casa;itaguai;brisa mar;0;0
casa;itaguai;california;0;0
casa;itaguai;centro;3039;1
casa;itaguai;chapero;3039;1
casa;itaguai;cid industrial;0;0
casa;itaguai;coroa grande;0;0
casa;itaguai;engenho;0;0
casa;itaguai;ibirapitanga;2141;1
casa;itaguai;ibituporanga;0;0
casa;itaguai;ilha da madeira;0;0
casa;itaguai;indeterminado;0;0
casa;itaguai;jd america;0;0
casa;itaguai;jd laia;0;0
casa;itaguai;jd veda;0;0
casa;itaguai;leandro;0;0
casa;itaguai;monte serrat;0;0
casa;itaguai;piranema;0;0
casa;itaguai;pq independencia;0;0
casa;itaguai;pq paraiso;0;0
casa;itaguai;pq primavera;0;0
casa;itaguai;sta candida;0;0
casa;itaguai;teixeiras;0;0
casa;itaguai;vl geny;0;0
casa;itaguai;vl ibirapitanga;0;0
casa;itaguai;vl margarida;0;0
casa;japeri;japeri;0;0
casa;mage;centro;0;0
casa;mage;indeterminado;0;4
casa;mage;zona rural;2391;4
casa;mangaratiba;centro;1949;4
casa;mangaratiba;conceicao de jacarei;3729;6
casa;mangaratiba;indeterminado;3729;6
casa;mangaratiba;itacuruca;4193;4
casa;mangaratiba;itacurussa;4193;4
casa;mangaratiba;muriqui;3525;2
casa;mangaratiba;praia grande;0;0
casa;mangaratiba;sahy;0;0
casa;marica;aracatiba;3735;16
casa;marica;bal bambui (ponta negra);2467;10
casa;marica;barra de marica;2467;10
casa;marica;barroco (itaipuacu);2467;10
casa;marica;caju (ponta negra);2827;9
casa;marica;cajueiros;2545;1
casa;marica;cajueiros (itaipuacu);2545;1
casa;marica;caxito;2459;2
casa;marica;centro;3021;70
casa;marica;ch de inoa;3021;70
casa;marica;ch rincao mimoso;3021;70
casa;marica;cid nova;2667;4
casa;marica;condado de marica;2667;4
casa;marica;cordeirinho;2683;27
casa;marica;espraiado (ponta negra);2683;27
casa;marica;flamengo;2683;27
casa;marica;guaratiba;3493;52
casa;marica;indeterminado;3493;52
casa;marica;inoa;2868;88
casa;marica;itaipuacu;2868;88
casa;marica;itaocaia valley;2868;88
casa;marica;itapeba;3088;24
casa;marica;jacaroa;2933;537
casa;marica;jacone (pte negra);2933;537
casa;marica;jd atlantico;2933;537
casa;marica;marques de marica;2933;1
casa;marica;mumbuca;2476;67
casa;marica;pedreiras;2596;8
casa;marica;ponta grossa;3712;3
casa;marica;ponta negra;2908;23
casa;marica;pq nanci;2908;11
casa;marica;recanto;2889;10
casa;marica;retiro;2351;8
casa;marica;s bento da lagoa;2351;8
casa;marica;s jose do imbassai;2351;8
casa;marica;ubatiba;2936;69
casa;marica;vale da figueira (ponta negra);3758;8
casa;marica;vivendas de itaipuacu;3758;8
casa;mesquita;banco de areia;3219;19
casa;mesquita;centro;3219;19
casa;mesquita;cosmorama;3219;19
casa;mesquita;edison passos;3219;19
casa;mesquita;indeterminado;3332;2
casa;mesquita;jacutinga;3332;2
casa;mesquita;presid juscelino;0;0
casa;mesquita;rocha sobrinho;3914;2
casa;mesquita;sta teresinha;0;0
casa;mesquita;sto elias;0;0
casa;nilopolis;cabral;3467;1
casa;nilopolis;cabuis;3467;0
casa;nilopolis;centro;0;0
casa;nilopolis;chatuba;0;0
casa;nilopolis;indeterminado;2931;7
casa;nilopolis;nova cidade;0;0
casa;nilopolis;olinda;5521;2
casa;nilopolis;paiol de polvora;3218;10
casa;niteroi;atalaia;0;0
casa;niteroi;badu;0;0
casa;niteroi;baldeador;0;0
casa;niteroi;barreto;4066;17
casa;niteroi;beltrao;4119;70
casa;niteroi;boa viagem;6967;4
casa;niteroi;cafuba;6967;4
casa;niteroi;camboinhas;6967;4
casa;niteroi;cantagalo;0;0
casa;niteroi;caramujo;0;0
casa;niteroi;centro;0;0
casa;niteroi;charitas;3945;2
casa;niteroi;cid nova;7417;45
casa;niteroi;cubango;0;0
casa;niteroi;engenho do mato;3117;2
casa;niteroi;engenhoca;3744;87
casa;niteroi;fatima;3744;87
casa;niteroi;figueira;3843;5
casa;niteroi;fonseca;3843;5
casa;niteroi;gragoata;3735;1
casa;niteroi;icarai;3810;1
casa;niteroi;ilha da conceicao;3810;1
casa;niteroi;indeterminado;6525;87
casa;niteroi;inga;6525;87
casa;niteroi;itacoatiara;6065;97
casa;niteroi;itaipu;6065;97
casa;niteroi;ititioca;0;0
casa;niteroi;jacare;0;0
casa;niteroi;jd fazendinha;0;0
casa;niteroi;jd imbui;0;0
casa;niteroi;jurujuba;0;0
casa;niteroi;largo da batalha;7500;1
casa;niteroi;largo do barradas;7500;1
casa;niteroi;lot engenho do mato;4739;4
casa;niteroi;lot maravista;0;0
casa;niteroi;maceio;3715;3
casa;niteroi;maralegre;4629;11
casa;niteroi;maravista;4629;3
casa;niteroi;marazul;3358;24
casa;niteroi;maria paula;3358;2
casa;niteroi;martins torres;3603;48
casa;niteroi;mata paca;0;0
casa;niteroi;matapaca;3580;34
casa;niteroi;niteroi;3580;2
casa;niteroi;pe pequeno;3256;2
casa;niteroi;pendotiba;6254;7
casa;niteroi;piratininga;4393;329
casa;niteroi;ponta d areia;3940;476
casa;niteroi;ponta da areia;8087;2
casa;niteroi;ponta dareia;8087;2
casa;niteroi;ponto cem reis;0;0
casa;niteroi;rio do ouro;0;0
casa;niteroi;rio do ouro e varzea das mocas;2910;6
casa;niteroi;s domingos;0;0
casa;niteroi;s francisco;0;0
casa;niteroi;s lourenco;2928;3
casa;niteroi;santa rosa;2928;3
casa;niteroi;santana;0;0
casa;niteroi;sao francisco;0;0
